Foundation Name,Min Val,Max Val,Foundation Type,Foundation Url,Foundation Product,Foundation Image,Description
031 Sable,120,125,DIOR Diorskin Forever Undercover Foundation,https://www.sephora.com/product/diorskin-forever-undercover-foundation-P427506?icid2=products%20grid:p427506:product&skuId=2037141,36363-lzoohtirll-141.jpg,54256-lzoohtirll-pro-031 Sable - light to medium with warm yellow undertone.jpg,031 Sable - light to medium with warm yellow undertone
022 Cameo,125,130,DIOR Diorskin Forever Undercover Foundation,https://www.sephora.com/product/diorskin-forever-undercover-foundation-P427506?icid2=products%20grid:p427506:product&skuId=2037091,78791-ysyvjcevwx-091.jpg,18429-ysyvjcevwx-pro-022 Cameo - light with cool pink undertone.jpg,022 Cameo - light with cool pink undertone
041 Ochre,130,135,DIOR Diorskin Forever Undercover Foundation,https://www.sephora.com/product/diorskin-forever-undercover-foundation-P427506?icid2=products%20grid:p427506:product&skuId=2037208,42748-ruiwsstsxb-208.jpg,80707-ruiwsstsxb-pro-041 Ochre - medium with warm yellow undertone.jpg,041 Ochre - medium with warm yellow undertone
050 Dark Beige,135,140,DIOR Diorskin Forever Undercover Foundation,https://www.sephora.com/product/diorskin-forever-undercover-foundation-P427506?icid2=products%20grid:p427506:product&skuId=2037232,103891-agjzkjcyji-232.jpg,57887-agjzkjcyji-pro-050 Dark Beige - medium to deep with neutral undertone.jpg,050 Dark Beige - medium to deep with neutral undertone
040 Honey Beige,140,145,DIOR Diorskin Forever Undercover Foundation,https://www.sephora.com/product/diorskin-forever-undercover-foundation-P427506?icid2=products%20grid:p427506:product&skuId=2037190,25267-qjyticsmqx-190.jpg,3705-qjyticsmqx-pro-040 Honey Beige - medium with neutral undertone.jpg,040 Honey Beige - medium with neutral undertone
021 Linen,145,150,DIOR Diorskin Forever Undercover Foundation,https://www.sephora.com/product/diorskin-forever-undercover-foundation-P427506?icid2=products%20grid:p427506:product&skuId=2037083,32286-tdcdckbqgc-083.jpg,102255-tdcdckbqgc-pro-021 Linen - light with warm yellow undertone.jpg,021 Linen - light with warm yellow undertone
035 Desert Beige,150,155,DIOR Diorskin Forever Undercover Foundation,https://www.sephora.com/product/diorskin-forever-undercover-foundation-P427506?icid2=products%20grid:p427506:product&skuId=2037182,45381-rbpdzclmon-182.jpg,93953-rbpdzclmon-pro-035 Desert Beige - light to medium with neutral undertone.jpg,035 Desert Beige - light to medium with neutral undertone
025 Soft Beige,155,160,DIOR Diorskin Forever Undercover Foundation,https://www.sephora.com/product/diorskin-forever-undercover-foundation-P427506?icid2=products%20grid:p427506:product&skuId=2037125,7036-fsgnvpcqhg-125.jpg,81928-fsgnvpcqhg-pro-025 Soft Beige - light with neutral undertone.jpg,025 Soft Beige - light with neutral undertone
032 Rosy Beige,160,165,DIOR Diorskin Forever Undercover Foundation,https://www.sephora.com/product/diorskin-forever-undercover-foundation-P427506?icid2=products%20grid:p427506:product&skuId=2037158,11913-aposmvphut-158.jpg,28977-aposmvphut-pro-032 Rosy Beige - light to medium with cool pink undertone.jpg,032 Rosy Beige - light to medium with cool pink undertone
020 Light Beige,165,170,DIOR Diorskin Forever Undercover Foundation,https://www.sephora.com/product/diorskin-forever-undercover-foundation-P427506?icid2=products%20grid:p427506:product&skuId=2037075,82276-mrxjuagopa-075.jpg,101151-mrxjuagopa-pro-020 Light Beige - light with neutral undertone.jpg,020 Light Beige - light with neutral undertone
023 Peach,170,175,DIOR Diorskin Forever Undercover Foundation,https://www.sephora.com/product/diorskin-forever-undercover-foundation-P427506?icid2=products%20grid:p427506:product&skuId=2037109,26921-wuxoyoomyt-109.jpg,74677-wuxoyoomyt-pro-023 Peach - light with Warm peach undertone.jpg,023 Peach - light with Warm peach undertone
033 Beige Apricot,175,180,DIOR Diorskin Forever Undercover Foundation,https://www.sephora.com/product/diorskin-forever-undercover-foundation-P427506?icid2=products%20grid:p427506:product&skuId=2037166,78708-akacritmct-166.jpg,65267-akacritmct-pro-033 Beige Apricot - light to medium with warm peach undertone.jpg,033 Beige Apricot - light to medium with warm peach undertone
014 Fair Almond,180,185,DIOR Diorskin Forever Undercover Foundation,https://www.sephora.com/product/diorskin-forever-undercover-foundation-P427506?icid2=products%20grid:p427506:product&skuId=2037059,66684-nziogutjln-059.jpg,"66351-nziogutjln-pro-014 Fair Almond - very light with cool undertone, balances redness.jpg","014 Fair Almond - very light with cool undertone, balances redness"
005 Light Ivory,185,199,DIOR         Diorskin Forever Undercover Foundation,https://www.sephora.com/product/diorskin-forever-undercover-foundation-P427506?icid2=products%20grid:p427506:product&skuId=2105179,7733-komazxfaan-179.jpg,10525-komazxfaan-pro-005 Light Ivory.jpg,005 Light Ivory
